Papel;Cotação;P/L;P/VP;PSR;Div.Yield;P/Ativo;P/Cap.Giro;P/EBIT;P/Ativ Circ.Liq;EV/EBIT;EV/EBITDA;Mrg Ebit;Mrg. Líq.;Liq. Corr.;ROIC;ROE;Liq.2meses;Patrim. Líq;Dív.Brut/ Patrim.;Cresc. Rec.5a
TCOC3;38.85;14.9;1.8;2.225;0,00%;1.307;3.78;14.48;4.39;12.23;12.23;15,37%;14,93%;2.53;13,98%;12,06%;0.0;2812920000.0;0.04;16,71%
EQTL3;40.15;15.04;1.77;0.986;5,67%;0.401;4.28;4.97;-0.83;9.62;7.68;19,83%;8,01%;1.57;9,60%;11,78%;306049000.0;28549100000.0;2.19;24,04%
CPLE5;13.58;15.07;1.75;1.551;3,22%;0.67;-224.21;8.71;-1.53;12.34;9.36;17,81%;10,29%;0.98;8,58%;11,62%;0.0;23130000000.0;0.87;2,05%
RDCD3;35.16;15.07;14.74;7.936;0,00%;0.925;21.14;13.4;22.7;14.25;14.26;59,23%;52,65%;1.05;6,97%;97,78%;0.0;1605520000.0;1.04;12,16%
ABEV3;14.95;15.2;2.68;2.67;7,45%;1.624;-136.7;11.64;-18.95;10.81;8.21;22,94%;18,12%;0.96;19,81%;17,63%;436879000.0;87914000000.0;0.04;5,11%
BOAS3;7.95;15.22;1.83;4.929;0,00%;1.699;3.34;25.6;3.54;18.69;8.52;19,25%;32,39%;12.37;12,76%;12,04%;0.0;2298770000.0;0.0;10,99%
TMGC13;966.14;15.31;1.96;1.406;0,00%;1.353;8.18;21.56;14.45;20.23;20.23;6,52%;9,18%;1.69;8,73%;12,83%;0.0;1167010000.0;0.05;10,49%
BEMA3;10.8;15.32;1.22;1.293;0,00%;0.808;3.18;14.34;11.45;14.43;8.11;9,01%;8,44%;2.66;6,96%;7,95%;0.0;457342000.0;0.19;10,58%
YDUQ3;10.28;15.52;0.96;0.51;11,09%;0.284;3.52;3.08;-0.67;7.72;4.08;16,57%;3,26%;1.41;11,12%;6,16%;53116000.0;2945030000.0;1.94;6,37%
CPLE3;14.17;15.72;1.83;1.618;8,63%;0.7;-233.95;9.09;-1.6;12.72;9.64;17,81%;10,29%;0.98;8,58%;11,62%;331883000.0;23130000000.0;0.87;2,05%
ILMD3;29.0;15.73;2.63;0.683;0,00%;1.395;5.7;14.13;7.53;13.13;13.13;4,84%;4,92%;1.6;12,52%;16,69%;0.0;658715000.0;0.02;0,65%
PTNT4;8.48;15.75;0.93;0.492;3,13%;0.368;0.84;16.38;6.27;21.45;8.33;3,00%;4,54%;4.13;3,53%;5,90%;269013.0;438383000.0;1.06;0,12%
SLCE3;17.56;15.76;1.74;0.897;7,35%;0.41;2.0;4.48;-1.5;7.08;5.92;20,04%;5,79%;1.8;11,72%;11,04%;37749300.0;5031100000.0;1.54;6,84%
CPLE6;14.26;15.82;1.84;1.629;3,07%;0.704;-235.44;9.15;-1.61;12.78;9.69;17,81%;10,29%;0.98;8,58%;11,62%;0.0;23130000000.0;0.87;2,05%
CRTP5;62.1;15.98;1.71;1.748;0,00%;1.127;3.98;14.09;5.88;12.48;12.48;12,40%;10,94%;2.14;12,36%;10,68%;0.0;1210570000.0;0.12;10,11%
PTNT3;8.69;16.14;0.95;0.504;3,05%;0.377;0.86;16.78;6.43;21.86;8.49;3,00%;4,54%;4.13;3,53%;5,90%;14640.5;438383000.0;1.06;0,12%
ILMD4;30.0;16.28;2.72;0.707;0,00%;1.443;5.89;14.62;7.79;13.62;13.62;4,84%;4,92%;1.6;12,52%;16,69%;0.0;658715000.0;0.02;0,65%
DURA4;31.39;16.35;2.22;2.182;0,00%;1.224;17.24;10.12;-10.49;11.47;11.47;21,56%;13,39%;1.27;14,38%;13,59%;0.0;1789980000.0;0.52;10,94%
MGEL3;25.0;16.4;4.67;0.14;0,00%;0.193;1.86;1.79;-0.37;8.52;6.73;7,82%;0,85%;1.32;12,42%;28,47%;0.0;30957000.0;18.62;3,90%
CMIN3;4.99;16.59;4.1;1.519;23,61%;0.816;13.38;5.29;-1.85;5.34;4.29;28,73%;9,15%;1.2;23,02%;24,69%;49819800.0;6680130000.0;1.38;1,08%
DURA3;31.9;16.62;2.26;2.218;0,00%;1.244;17.52;10.29;-10.66;11.64;11.64;21,56%;13,39%;1.27;14,38%;13,59%;0.0;1789980000.0;0.52;10,94%
LIPR3;36.01;16.64;1.82;0.0;3,95%;1.706;6.65;-54.89;7.07;-45.91;-45.91;0,00%;0,00%;6.18;-4,31%;10,96%;0.0;232276000.0;0.0;0,00%
DPPI3;85.0;16.65;4.99;-1.453;0,00%;3.753;8.7;190.72;9.75;177.18;177.18;-0,76%;-5,04%;3.14;3,00%;29,97%;0.0;545227000.0;0.06;15,14%
HAGA4;1.44;16.81;-0.34;0.613;0,00%;0.246;0.46;-5.8;-0.3;4.15;6.24;-10,57%;3,65%;2.46;-16,83%;-2,03%;19953.4;-50250200.0;-0.41;-8,90%
VSTE3;3.6;16.86;0.39;0.334;0,04%;0.249;2.37;4.98;-4.6;8.28;2.65;6,72%;1,98%;1.53;5,47%;2,29%;96958.5;1065480000.0;0.29;7,49%
KROT4;5.12;16.9;0.79;1.506;0,00%;0.438;5.65;5.16;-1.77;7.78;5.85;29,17%;8,35%;1.66;9,50%;4,65%;0.0;13453700000.0;0.49;10,47%
TFCO4;15.95;16.98;4.34;2.335;1,80%;2.509;5.68;11.18;8.97;11.8;10.81;20,90%;13,60%;2.72;25,70%;25,59%;11708300.0;562494000.0;0.3;23,86%
PGMN3;6.11;16.99;1.43;0.297;3,86%;0.446;2.1;5.21;-3.88;7.03;4.34;5,70%;1,75%;1.59;11,92%;8,44%;41260500.0;3085170000.0;0.56;18,35%
TIMP3;13.46;17.13;1.43;1.903;0,00%;0.818;15.37;9.79;-3.78;9.72;3.77;19,44%;11,11%;1.34;9,67%;8,33%;0.0;22847800000.0;0.14;2,29%
PATI3;32.0;17.26;0.98;0.373;8,50%;0.505;1.31;8.56;2.14;8.27;6.97;4,35%;2,16%;2.14;10,83%;5,69%;3557.54;779065000.0;0.47;-6,19%
BMTO4;7.57;17.27;2.07;0.0;0,00%;2.03;0.0;-2625.16;0.0;-2624.05;-1477.48;0,00%;0,00%;0.0;0,00%;12,00%;0.0;1046320000.0;0.0;0,00%
BAUH4;92.99;17.37;3.43;1.78;1,33%;2.372;8.72;22.42;9.25;19.41;15.61;7,94%;10,25%;1.93;21,89%;19,75%;15372.8;141596000.0;0.0;11,47%
VBBR3;29.18;17.45;1.7;0.185;5,06%;0.574;3.14;7.67;-2.02;11.97;9.7;2,41%;1,05%;1.95;8,71%;9,72%;265642000.0;20607000000.0;1.13;7,20%
BFIT4;0.93;17.55;1.96;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;11,15%;0.0;1849420000.0;0.0;35,67%
SMFT3;18.29;17.64;1.99;1.556;5,52%;0.524;9.78;6.59;-1.02;8.96;4.42;23,60%;8,85%;1.32;9,80%;11,28%;184074000.0;5661540000.0;1.32;57,33%
OPCT3;9.33;17.69;1.84;0.874;0,00%;0.536;2.34;5.79;-1.6;10.04;5.01;15,11%;4,94%;2.59;12,26%;10,40%;5265840.0;1014120000.0;2.05;23,69%
ALOS3;29.47;17.81;1.13;5.197;6,90%;0.571;7.31;10.47;-1.69;8.75;6.05;49,65%;33,06%;2.58;6,04%;6,35%;181793000.0;13146400000.0;0.0;36,78%
BMTO3;7.82;17.84;2.14;0.0;0,00%;2.097;0.0;-2711.85;0.0;-2710.74;-1526.3;0,00%;0,00%;0.0;0,00%;12,00%;0.0;1046320000.0;0.0;0,00%
UCOP4;6.5;18.01;1.3;19.05;0,00%;0.844;5.14;22.7;-8.61;24.17;41.56;83,92%;110,51%;13.37;3,91%;7,23%;0.0;972713000.0;0.16;9,25%
RDOR3;37.26;18.19;4.41;1.531;11,52%;0.801;2.47;8.68;-2.74;9.26;7.8;17,64%;8,69%;2.79;15,30%;24,23%;304901000.0;19351700000.0;2.39;32,31%
TKNO4;221.0;18.32;1.95;2.16;9,29%;1.613;3.62;21.52;3.93;19.02;14.88;10,04%;11,79%;4.29;10,26%;10,62%;138723.0;334897000.0;0.01;-0,35%
PATI4;34.0;18.34;1.04;0.396;8,00%;0.536;1.4;9.1;2.28;8.81;7.42;4,35%;2,16%;2.14;10,83%;5,69%;82.93;779065000.0;0.47;-6,19%
BRST3;2.92;18.47;0.81;0.791;1,41%;0.309;-26.15;5.66;-0.69;12.91;4.08;13,97%;4,30%;0.93;6,12%;4,39%;1145070.0;1576320000.0;1.25;0,00%
BFIT3;0.98;18.49;2.06;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;11,15%;0.0;1849420000.0;0.0;35,67%
TMCP3;56.0;18.58;1.38;1.525;0,00%;0.937;3.85;24.25;4.74;19.68;19.68;6,29%;9,75%;2.3;5,54%;7,44%;0.0;1798930000.0;0.03;10,49%
KROT11;40.0;18.86;0.88;1.681;0,00%;0.489;6.3;5.76;-1.98;8.38;6.3;29,17%;8,35%;1.66;9,50%;4,65%;0.0;13453700000.0;0.49;10,47%
B3SA3;17.14;18.86;4.96;7.777;3,63%;1.784;10.27;13.04;-6.5;12.95;12.24;59,64%;41,24%;1.91;20,37%;26,29%;781146000.0;17442100000.0;0.86;2,02%
SMLE3;92.82;18.88;21.91;6.635;0,00%;6.477;-124.0;16.5;-42.31;16.32;13.2;40,22%;35,14%;0.91;46,17%;116,04%;0.0;524731000.0;0.0;36,83%
GGPS3;17.36;19.03;3.3;0.753;3,37%;0.833;2.25;9.86;-4.46;11.62;8.82;7,64%;4,02%;2.98;11,71%;17,31%;51657000.0;3950640000.0;1.57;27,03%
DMVF3;6.27;19.05;0.35;0.122;0,00%;0.164;8.36;9.04;-0.8;9.57;2.02;1,35%;0,64%;1.06;2,28%;1,83%;349620.0;909871000.0;0.04;23,40%
TMCP4;58.2;19.31;1.44;1.585;0,00%;0.973;4.0;25.21;4.92;20.63;20.63;6,29%;9,75%;2.3;5,54%;7,44%;0.0;1798930000.0;0.03;10,49%
AFLT3;7.32;19.38;1.87;9.393;6,39%;1.343;7.46;14.23;28.51;14.2;14.13;66,02%;48,47%;2.22;10,38%;9,63%;1745.44;247344000.0;0.11;-14,90%
PNVL3;14.67;19.55;1.75;0.417;2,04%;0.616;2.16;10.56;-12.73;15.41;7.37;3,95%;2,13%;1.91;8,14%;8,93%;17791900.0;1264170000.0;1.11;13,71%
MERC3;15.28;19.92;1.06;0.0;1,19%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;5,33%;0.0;589733000.0;0.0;30,30%
AUTM3;19.7;20.0;1.9;0.709;0,00%;0.547;4.08;6.78;-2.42;8.22;8.99;10,47%;4,31%;1.48;11,93%;9,50%;0.0;1304250000.0;0.97;28,21%
AEDU11;37.35;20.13;1.13;1.405;0,00%;0.732;5.77;13.93;-7.31;16.14;10.82;10,08%;6,98%;2.04;5,77%;5,60%;0.0;2415400000.0;0.3;20,90%
JPSA3;29.02;20.27;1.93;4.667;0,29%;0.468;2.34;12.96;-1.68;20.35;12.83;36,02%;46,31%;5.31;4,56%;9,51%;7666510.0;1762140000.0;1.94;1,01%
JSLG3;6.74;20.44;1.05;0.199;28,47%;0.154;0.88;1.86;-0.32;8.16;4.71;10,71%;0,97%;1.88;9,88%;5,13%;11328200.0;1836170000.0;4.48;88,20%
LAME4;6.55;20.99;1.89;0.476;0,00%;0.282;1.19;7.32;-4.32;11.24;5.46;6,51%;2,51%;1.72;6,53%;9,02%;0.0;6514640000.0;2.54;9,72%
VIVT3;40.48;21.18;1.9;2.192;2,72%;1.02;-5051.46;13.68;-3.86;15.06;5.87;16,02%;10,37%;1.0;8,60%;8,98%;223039000.0;68721700000.0;0.3;7,85%
MERC4;16.25;21.18;1.13;0.0;3,26%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;5,33%;10180.1;589733000.0;0.0;30,30%
LAME3;6.62;21.22;1.91;0.481;0,00%;0.285;1.2;7.4;-4.37;11.32;5.49;6,51%;2,51%;1.72;6,53%;9,02%;0.0;6514640000.0;2.54;9,72%
ASAI3;7.81;21.27;1.9;0.137;1,52%;0.221;10.75;1.83;-0.43;3.64;2.79;7,46%;0,64%;1.06;19,52%;8,95%;148579000.0;5554000000.0;2.93;16,51%
JALL3;3.28;21.41;0.48;0.43;0,00%;0.125;0.42;-4.9;-0.39;-21.04;3.97;-8,77%;2,01%;3.39;-3,50%;2,25%;3718170.0;2063540000.0;2.59;12,82%
BPAN4;12.75;21.47;2.08;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;9,67%;6361900.0;7792670000.0;0.0;-1,53%
PEAB3;39.3;21.77;0.79;6.192;3,14%;0.557;4.02;-31.32;-4.96;-31.12;-132.97;-19,77%;28,45%;4.51;-2,04%;3,61%;2845.34;907574000.0;0.17;44,66%
FESA3;11.77;22.07;1.27;1.781;5,64%;0.932;3.46;25.16;6.8;21.37;7.97;7,08%;8,08%;3.06;5,02%;5,74%;7228.95;3284360000.0;0.11;-3,78%
PEAB4;40.0;22.16;0.8;6.303;3,39%;0.567;4.09;-31.87;-5.05;-31.68;-135.35;-19,77%;28,45%;4.51;-2,04%;3,61%;7596.22;907574000.0;0.17;44,66%
CRTP3;86.5;22.26;2.38;2.435;0,00%;1.57;5.55;19.63;8.19;18.02;18.02;12,40%;10,94%;2.14;12,36%;10,68%;0.0;1210570000.0;0.12;10,11%
DESK3;14.06;22.28;1.16;1.365;0,99%;0.437;12.1;4.88;-0.99;8.26;4.71;27,95%;6,80%;1.26;10,15%;5,22%;25032100.0;1402260000.0;1.06;22,97%
GOAU3;8.04;22.36;0.56;0.152;3,89%;0.13;0.57;1.83;13.74;3.16;1.94;8,35%;2,02%;2.9;8,29%;2,49%;694519.0;19131300000.0;0.74;-4,27%
BSCT6;2.58;22.49;2.04;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;9,05%;0.0;212960000.0;0.0;1,92%
FRAS3;22.25;22.53;2.54;1.136;3,10%;0.864;3.12;8.41;-4.72;10.32;7.58;13,51%;5,16%;2.41;14,09%;11,26%;6999820.0;2459830000.0;1.12;19,35%
GGBR3;15.74;22.62;0.59;0.449;4,00%;0.384;1.68;5.37;43.85;6.7;4.11;8,37%;2,03%;2.89;8,32%;2,59%;861505.0;53585400000.0;0.26;-4,27%
GOAU4;8.16;22.69;0.57;0.155;3,83%;0.132;0.58;1.85;13.95;3.19;1.95;8,35%;2,02%;2.9;8,29%;2,49%;113555000.0;19131300000.0;0.74;-4,27%
RSIP3;0.44;22.7;1.32;0.875;0,00%;0.433;-10.98;9.53;-1.46;18.48;33.21;9,17%;3,85%;0.9;5,00%;5,80%;0.0;66914000.0;1.4;15,13%
RSIP4;0.44;22.7;1.32;0.875;0,00%;0.433;-10.98;9.53;-1.46;18.48;33.21;9,17%;3,85%;0.9;5,00%;5,80%;0.0;66914000.0;1.4;15,13%
MATD3;5.62;23.05;1.28;0.893;4,03%;0.426;1.82;5.63;-1.39;7.76;5.85;15,87%;3,95%;2.92;9,31%;5,56%;885279.0;1462810000.0;0.95;10,37%
PRIO3;59.5;23.06;2.01;3.331;0,00%;0.809;12.04;22.56;-1.8;33.44;9.44;14,77%;14,45%;1.82;3,94%;8,73%;800443000.0;25779900000.0;1.1;39,72%
ODER4;100.0;23.17;1.95;1.743;0,35%;1.02;2.01;12.22;5.0;14.76;12.55;14,26%;7,52%;3.92;9,98%;8,41%;0.0;579216000.0;0.61;-0,42%
TVIT3;19.3;23.46;5.45;1.705;0,00%;2.424;175.42;16.02;-12.72;17.14;17.14;10,64%;7,27%;1.04;17,58%;23,24%;0.0;314984000.0;0.56;0,00%
MOAR3;61.21;23.51;0.81;0.0;41,78%;0.338;0.77;-29.11;14.0;-12.23;-12.56;0,00%;0,00%;3.6;-2,74%;3,45%;28247.0;924791000.0;0.91;0,00%
VVEO3;1.33;23.54;0.22;0.037;0,00%;0.048;0.37;1.25;-0.18;9.39;4.77;2,96%;0,16%;1.33;5,35%;0,94%;2394350.0;1937090000.0;1.78;16,44%
VIVT4;45.34;23.72;2.13;2.455;0,00%;1.142;-5657.94;15.32;-4.32;16.7;6.51;16,02%;10,37%;1.0;8,60%;8,98%;0.0;68721700000.0;0.3;7,85%
TMGC3;1500.0;23.77;3.05;2.182;0,00%;2.101;12.7;33.47;22.43;32.14;32.14;6,52%;9,18%;1.69;8,73%;12,83%;0.0;1167010000.0;0.05;10,49%
POWE3;10.9;23.92;0.99;0.618;0,00%;0.378;6.57;17.61;-3.01;10.63;10.01;3,51%;2,59%;1.13;3,54%;4,13%;0.0;988330000.0;0.04;0,00%
TSEP4;29.01;23.97;1.3;1.282;0,00%;0.906;3.8;14.82;4.43;12.29;12.29;8,65%;5,35%;1.88;9,10%;5,43%;0.0;2047020000.0;0.0;4,50%
TOTS3;36.11;24.27;4.24;3.75;1,69%;2.29;11.41;9.97;-162.81;9.99;8.64;37,61%;15,95%;1.96;29,15%;17,47%;224926000.0;5105280000.0;0.36;15,76%
ELEK3;19.11;24.46;2.66;0.619;0,34%;1.067;3.75;52.11;-110.34;65.77;26.15;1,19%;2,53%;1.94;2,52%;10,87%;0.0;226327000.0;0.99;5,69%
MAGS3;62.45;24.49;3.13;2.217;0,00%;2.12;4.9;15.02;6.65;14.19;14.19;14,76%;8,91%;3.06;18,74%;12,78%;0.0;848546000.0;0.13;10,05%
CEGR3;55.0;24.76;7.14;2.896;1,19%;3.06;-42.29;13.74;-9.04;14.35;12.44;21,08%;11,70%;0.76;25,82%;28,85%;398.78;1999410000.0;0.46;0,10%
PNVL4;18.62;24.82;2.21;0.529;0,00%;0.781;2.74;13.41;-16.16;18.25;8.72;3,95%;2,13%;1.91;8,14%;8,93%;0.0;1264170000.0;1.11;13,71%
TELB3;13.93;25.29;0.93;3.075;0,00%;0.336;0.8;-4.62;-2.65;-0.12;-1.27;-66,51%;12,16%;5.55;-12,02%;3,68%;14916.1;1527940000.0;0.0;13,00%
CRUZ3;27.59;25.31;22.46;6.614;0,00%;7.185;62.03;20.74;124.93;20.75;19.27;31,89%;26,13%;1.19;46,80%;88,76%;0.0;1877350000.0;0.63;3,04%
AXIA3;58.18;25.86;1.43;4.109;6,18%;0.606;8.03;29.68;-1.55;37.86;21.03;13,84%;15,89%;1.68;2,30%;5,54%;665093000.0;118430000000.0;0.63;3,57%
GGBR4;18.03;25.91;0.67;0.514;3,49%;0.44;1.92;6.15;50.23;7.48;4.59;8,37%;2,03%;2.89;8,32%;2,59%;286815000.0;53585400000.0;0.26;-4,27%
CESP5;25.0;25.96;1.82;5.098;0,00%;0.647;13.49;9.11;-1.18;14.85;9.66;55,96%;19,64%;1.96;7,69%;7,03%;0.0;4779440000.0;1.34;-6,51%
TNLP4;20.36;25.96;0.71;0.344;0,00%;0.125;1.29;3.4;-0.33;9.07;9.07;10,12%;-0,07%;1.48;4,58%;2,72%;0.0;13736000000.0;2.02;15,39%
VALE3;79.24;26.04;1.95;1.684;6,91%;0.755;26.99;5.06;-1.93;5.92;4.77;33,31%;5,53%;1.15;17,62%;7,50%;2717250000.0;184299000000.0;0.56;-7,05%
HGTX4;9.6;26.11;0.92;1.07;0,00%;0.635;1.92;27.1;2.54;28.0;11.15;3,95%;4,10%;2.47;3,00%;3,51%;0.0;1704940000.0;0.12;-4,62%
CESP6;25.25;26.22;1.84;5.149;0,00%;0.653;13.63;9.2;-1.19;14.94;9.71;55,96%;19,64%;1.96;7,69%;7,03%;0.0;4779440000.0;1.34;-6,51%
CESP3;25.55;26.53;1.86;5.21;0,00%;0.661;13.79;9.31;-1.21;15.05;9.79;55,96%;19,64%;1.96;7,69%;7,03%;0.0;4779440000.0;1.34;-6,51%
AMBV4;86.8;26.59;8.74;8.027;0,00%;5.253;144.02;20.54;-37.72;20.36;18.35;39,08%;30,76%;1.18;32,43%;32,88%;0.0;31105700000.0;0.1;21,73%
AMBV3;87.0;26.65;8.76;8.045;0,00%;5.266;144.35;20.59;-37.8;20.41;18.39;39,08%;30,76%;1.18;32,43%;32,88%;0.0;31105700000.0;0.1;21,73%
ARTR3;10.01;26.67;1.52;1.002;0,00%;0.278;-10.8;5.53;-0.4;17.3;6.25;18,10%;3,76%;0.82;5,62%;5,71%;0.0;3776090000.0;3.77;9,41%
RENT3;45.17;27.08;1.99;1.215;4,25%;0.593;15.44;6.5;-1.26;10.73;6.09;18,70%;4,48%;1.2;11,90%;7,34%;442135000.0;25535400000.0;1.71;40,88%
RPSA4;4.9;27.33;1.55;5.697;0,00%;0.805;5.09;107.53;-4.5;137.55;137.55;5,30%;20,85%;2.09;0,85%;5,69%;0.0;1167980000.0;0.61;-14,23%
JOPA3;22.0;27.41;0.38;0.117;2,88%;0.104;0.25;2.81;1.59;8.32;7.18;4,17%;0,68%;2.31;5,69%;1,39%;367.32;610043000.0;1.96;1,22%
ESPA3;1.21;27.9;0.51;0.4;3,24%;0.198;1.04;2.6;-1.35;6.21;3.88;15,39%;1,20%;1.69;8,26%;1,83%;1442660.0;858551000.0;0.88;10,28%
SEBB11;23.27;28.01;6.44;2.214;0,00%;5.279;24.65;23.96;28.94;23.73;23.73;9,24%;7,40%;2.44;24,15%;23,01%;0.0;145783000.0;0.01;50,04%
AMAR3;0.88;28.09;1.53;0.303;0,00%;0.212;-1.71;2.56;-0.38;7.12;3.65;11,80%;1,08%;0.7;10,10%;5,45%;225943.0;295428000.0;2.9;-16,99%
AXIA6;63.52;28.24;1.56;4.486;5,14%;0.662;8.77;32.4;-1.7;40.58;22.54;13,84%;15,89%;1.68;2,30%;5,54%;90214400.0;118430000000.0;0.63;3,57%
HAGA3;2.42;28.25;-0.57;1.031;0,00%;0.413;0.78;-9.75;-0.5;0.2;0.3;-10,57%;3,65%;2.46;-16,83%;-2,03%;9787.73;-50250200.0;-0.41;-8,90%
EMBJ3;74.73;28.33;2.92;1.321;1,02%;0.778;4.21;12.93;-5.14;12.88;9.64;10,22%;4,76%;1.5;8,54%;10,30%;431132000.0;18953900000.0;0.75;17,82%
BPAC3;40.14;29.37;6.69;0.0;1,02%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;22,79%;299207.0;69969600000.0;0.0;14,72%
VAMO3;3.72;29.79;1.51;1.171;3,84%;0.172;1.24;1.48;-0.29;5.92;4.38;79,20%;3,93%;1.93;15,20%;5,06%;79486200.0;2630600000.0;6.28;12,10%
JOPA4;24.0;29.9;0.42;0.128;2,90%;0.113;0.28;3.07;1.73;8.58;7.4;4,17%;0,68%;2.31;5,69%;1,39%;0.0;610043000.0;1.96;1,22%
WEGE3;45.82;30.16;11.04;4.713;4,69%;4.51;20.19;21.82;68.22;21.51;19.32;21,60%;16,61%;1.55;27,06%;36,61%;411903000.0;17417200000.0;0.26;14,31%
ARML3;4.75;30.37;1.29;0.885;13,00%;0.355;2.17;3.98;-0.85;8.52;5.27;22,22%;2,98%;2.21;11,52%;4,26%;4498460.0;1271350000.0;1.97;30,95%
BSCT5;3.5;30.51;2.76;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;9,05%;0.0;212960000.0;0.0;1,92%
CASN3;10.45;31.17;4.67;5.593;0,05%;2.015;92.16;17.85;-5.25;21.06;15.91;31,34%;17,94%;1.13;12,40%;14,98%;0.0;2575430000.0;1.01;16,31%
RADL3;23.65;31.96;5.66;0.937;1,86%;1.647;8.8;15.49;-14.14;16.74;9.55;6,05%;2,94%;1.46;15,09%;17,71%;254911000.0;7322130000.0;0.53;16,23%
MOSI3;8.24;32.29;1.56;4.761;0,00%;1.453;1.89;89.69;1.9;42.98;24.91;5,31%;14,75%;13.3;8,12%;4,82%;0.0;670337000.0;0.0;0,00%
BRGE6;12.92;32.46;0.72;267.653;4,36%;0.318;0.83;-1.36;1.62;0.92;0.94;-19.636,90%;1.381,29%;3.06;-50,03%;2,21%;0.0;1324180000.0;0.0;-45,61%
CREM3;14.5;32.69;2.45;0.685;0,00%;0.67;4.89;8.52;-5.41;12.04;7.07;8,05%;2,10%;1.29;11,36%;7,50%;0.0;189701000.0;1.58;-0,27%
BRGE7;13.07;32.83;0.73;270.76;2,51%;0.322;0.84;-1.38;1.63;0.9;0.92;-19.636,90%;1.381,29%;3.06;-50,03%;2,21%;0.0;1324180000.0;0.0;-45,61%
TSEP3;40.0;33.05;1.79;1.768;0,00%;1.25;5.24;20.44;6.11;17.91;17.91;8,65%;5,35%;1.88;9,10%;5,43%;0.0;2047020000.0;0.0;4,50%
BRGE8;13.17;33.08;0.73;272.832;1,78%;0.324;0.85;-1.39;1.65;0.89;0.91;-19.636,90%;1.381,29%;3.06;-50,03%;2,21%;0.0;1324180000.0;0.0;-45,61%
BRGE5;13.18;33.11;0.73;273.039;0,00%;0.325;0.85;-1.39;1.65;0.89;0.91;-19.636,90%;1.381,29%;3.06;-50,03%;2,21%;0.0;1324180000.0;0.0;-45,61%
BRGE11;13.18;33.11;0.73;273.039;2,14%;0.325;0.85;-1.39;1.65;0.89;0.91;-19.636,90%;1.381,29%;3.06;-50,03%;2,21%;0.0;1324180000.0;0.0;-45,61%
ELEK4;26.0;33.27;3.62;0.842;0,25%;1.452;5.1;70.89;-150.12;84.56;33.61;1,19%;2,53%;1.94;2,52%;10,87%;0.0;226327000.0;0.99;5,69%
BRGE12;13.47;33.84;0.75;279.047;0,00%;0.332;0.87;-1.42;1.68;0.86;0.88;-19.636,90%;1.381,29%;3.06;-50,03%;2,21%;0.0;1324180000.0;0.0;-45,61%
BRGE3;13.5;33.91;0.75;279.668;0,00%;0.333;0.87;-1.42;1.69;0.86;0.87;-19.636,90%;1.381,29%;3.06;-50,03%;2,21%;0.0;1324180000.0;0.0;-45,61%
ENEV3;20.35;34.05;1.99;2.14;0,00%;0.693;36.98;11.41;-1.5;16.32;9.02;18,75%;9,19%;1.13;6,62%;5,84%;410207000.0;19822400000.0;0.99;37,41%
ELET5;78.75;35.01;1.94;5.562;0,00%;0.821;10.87;40.17;-2.1;48.35;26.85;13,84%;15,89%;1.68;2,30%;5,54%;0.0;118430000000.0;0.63;3,57%
CTIP3;49.5;35.13;8.76;8.248;0,00%;3.774;-71.28;21.15;-14.32;21.42;18.26;38,99%;23,48%;0.85;24,63%;24,94%;0.0;1486250000.0;0.67;13,43%
TNLP3;27.75;35.39;0.96;0.468;0,00%;0.17;1.76;4.63;-0.45;10.31;10.31;10,12%;-0,07%;1.48;4,58%;2,72%;0.0;13736000000.0;2.02;15,39%
PRGA4;75.0;35.47;8.48;1.842;0,00%;1.858;15.04;16.9;-7.16;18.1;12.03;10,90%;5,52%;1.33;20,92%;23,90%;0.0;14084100000.0;1.58;8,12%
MGLU3;9.4;35.65;0.65;0.188;3,09%;0.192;2.75;4.86;-1.07;6.79;3.66;3,88%;0,53%;1.15;6,16%;1,81%;186100000.0;11278000000.0;0.44;2,07%
RAIL3;16.48;36.16;2.21;2.212;4,91%;0.57;8.66;5.48;-1.02;8.36;5.99;40,37%;6,25%;1.57;12,25%;6,12%;198164000.0;13842600000.0;1.67;17,24%
VIGR3;25.0;36.57;2.55;0.763;0,00%;0.899;11.45;12.39;-5.02;15.2;22.95;6,16%;2,28%;1.26;9,06%;6,98%;0.0;1593560000.0;0.84;54,72%
LOGN3;32.03;36.72;3.15;1.116;0,00%;0.883;8.82;10.34;-2.33;14.52;7.81;10,79%;3,04%;1.42;9,66%;8,59%;1034510.0;1089430000.0;1.56;20,73%
